"name","taxID","taxRank","taxLineage","Freq","cladeReads_mean","cladeReads_max","bracken_reads_mean","bracken_reads_max","RiskGroup","HOMD","HOMD.Category"
"Corynebacterium pseudodiphtheriticum",37637,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Mycobacteriales|f_Corynebacteriaceae|g_Corynebacterium|s_Corynebacterium pseudodiphtheriticum",0,137,137,553,1082,"RG2","Nasal (Abundance: High) | Unassigned","Microbiome"
"Cupriavidus basilensis",68895,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus basilensis",0,389.666666666667,816,889.666666666667,2261,"RG1","NotAnnotated","NotAnnotated"
"Cupriavidus campinensis",151783,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus campinensis",0,213.666666666667,464,420.666666666667,1054,"NotAnnotated","NotAnnotated","NotAnnotated"
"Cupriavidus cauae",2608999,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus cauae",0,43,43,170,170,"NotAnnotated","NotAnnotated","NotAnnotated"
"Cupriavidus gilardii",82541,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus gilardii",0,33,33,72,126,"RG2","Environmental -Soil/Water (Abundance: Scarce) | Opportunistic Pathogen (Abundance: No data)","Opportunist"
"Cupriavidus nantongensis",1796606,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus nantongensis",0,22,22,142,142,"NotAnnotated","NotAnnotated","NotAnnotated"
"Cupriavidus necator",106590,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus necator",0,797,2026,2427.66666666667,6623,"RG1","NotAnnotated","NotAnnotated"
"Cupriavidus oxalaticus",96344,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus oxalaticus",0,165.5,284,394,730,"NotAnnotated","NotAnnotated","NotAnnotated"
"Cupriavidus pinatubonensis",248026,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus pinatubonensis",0,154.5,267,231,419,"NotAnnotated","NotAnnotated","NotAnnotated"
"Cupriavidus sp. DF5525",3160989,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus sp. DF5525",0,84,124,209.5,340,"NotAnnotated","NotAnnotated","NotAnnotated"
"Cupriavidus sp. WKF15",3032282,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus sp. WKF15",0,215,410,380.5,739,"NotAnnotated","NotAnnotated","NotAnnotated"
"Delftia sp. Cs1-4",742013,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Delftia|s_Delftia sp. Cs1-4",0,97,97,730,730,"NotAnnotated","NotAnnotated","NotAnnotated"
"Delftia sp. DS1230",3153805,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Delftia|s_Delftia sp. DS1230",0,206,206,3786,3786,"NotAnnotated","NotAnnotated","NotAnnotated"
"Delftia sp. HK171",1920191,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Delftia|s_Delftia sp. HK171",0,48,48,418,418,"NotAnnotated","NotAnnotated","NotAnnotated"
"Delftia sp. PS-11",2767222,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Delftia|s_Delftia sp. PS-11",0,362,362,710,710,"NotAnnotated","NotAnnotated","NotAnnotated"
"Delftia sp. UGAL515B_04",2986766,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Delftia|s_Delftia sp. UGAL515B_04",0,42,42,3464.33333333333,6625,"NotAnnotated","NotAnnotated","NotAnnotated"
"Dialister pneumosintes",39950,"S","r_root|k_Bacillati|p_Bacillota|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Dialister|s_Dialister pneumosintes",0,8227,8227,4289.33333333333,12493,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Diaphorobacter aerolatus",1288495,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Diaphorobacter|s_Diaphorobacter aerolatus",0,39,39,177,177,"NotAnnotated","NotAnnotated","NotAnnotated"
"Diaphorobacter sp. JS3051",2792224,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Diaphorobacter|s_Diaphorobacter sp. JS3051",0,1307,1307,74909,74909,"NotAnnotated","NotAnnotated","NotAnnotated"
"Eikenella corrodens",539,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Eikenella|s_Eikenella corrodens",0,965,965,1989.66666666667,5332,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Eikenella exigua",2528037,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Eikenella|s_Eikenella exigua",0,149,149,633,633,"NotAnnotated","NotAnnotated","NotAnnotated"
"Elizabethkingia miricola",172045,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Elizabethkingia|s_Elizabethkingia miricola",0,59,77,165.2,332,"RG1","NotAnnotated","NotAnnotated"
"Empedobacter brevis",247,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Empedobacter|s_Empedobacter brevis",0,33,33,109,278,"RG1","NotAnnotated","NotAnnotated"
"Enterococcus faecalis",1351,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus faecalis",0,749,749,1221.5,2044,"RG2","Opportunistic Pathogen (Abundance: Scarce) | Unassigned","Opportunist"
"Enterococcus faecium",1352,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus faecium",0,21,21,142,142,"RG2","NotAnnotated","NotAnnotated"
"Epilithonimonas vandammei",2487072,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Epilithonimonas|s_Epilithonimonas vandammei",0,73.5,103,350.222222222222,2015,"NotAnnotated","NotAnnotated","NotAnnotated"
"Epilithonimonas zeae",1416779,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Epilithonimonas|s_Epilithonimonas zeae",0,113,113,198,198,"NotAnnotated","NotAnnotated","NotAnnotated"
"Escherichia marmotae",1499973,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia marmotae",0,18,18,31,31,"NotAnnotated","NotAnnotated","NotAnnotated"
"Filifactor alocis",143361,"S","r_root|k_Bacillati|p_Bacillota|c_Clostridia|o_Peptostreptococcales|f_Filifactoraceae|g_Filifactor|s_Filifactor alocis",0,1051.5,1484,2192,2689,"RG1","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Finegoldia magna",1260,"S","r_root|k_Bacillati|p_Bacillota|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Finegoldia|s_Finegoldia magna",0,351,351,379.666666666667,684,"RG2","Nasal (Abundance: Medium) | Skin (Abundance: Medium)","Microbiome"
"Fusobacterium canifelinum",285729,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium canifelinum",0,3793.66666666667,7723,14754,28314,"NotAnnotated","NotAnnotated","NotAnnotated"
"Fusobacterium gonidiaformans",849,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium gonidiaformans",0,461.5,766,452.5,961,"RG2","Human-Associated, Primary Site Uncertain (Abundance: Scarce) | Unassigned","Microbiome"
"Fusobacterium hominis",2764326,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium hominis",0,305.5,430,512.333333333333,649,"NotAnnotated","NotAnnotated","NotAnnotated"
"Fusobacterium hwasookii",1583098,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium hwasookii",0,19640.3333333333,47540,100017.666666667,229894,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Fusobacterium mortiferum",850,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium mortiferum",0,704.5,1313,801,1492,"RG2","NotAnnotated","NotAnnotated"
"Fusobacterium nucleatum",851,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium nucleatum",0,16068,29055,144690,325329,"RG2","NotAnnotated","NotAnnotated"
"Fusobacterium ulcerans",861,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium ulcerans",0,561,561,2074,2657,"RG2","NotAnnotated","NotAnnotated"
"Fusobacterium varium",856,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium varium",0,31.5,33,208,243,"RG2","NotAnnotated","NotAnnotated"
"Fusobacterium vincentii",155615,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium vincentii",0,3616.66666666667,5386,67115.25,114009,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Gemella sp. zg-570",2840371,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Bacillales|f_Gemellaceae|g_Gemella|s_Gemella sp. zg-570",0,137,137,654,654,"NotAnnotated","NotAnnotated","NotAnnotated"
"Granulicatella elegans",137732,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Granulicatella|s_Granulicatella elegans",0,2709.5,2964,6161,10374,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Haemophilus haemolyticus",726,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Haemophilus|s_Haemophilus haemolyticus",0,3127,5781,7749.5,13789,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Haemophilus influenzae",727,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Haemophilus|s_Haemophilus influenzae",0,3103,5870,7592.33333333333,20822,"RG2","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Haemophilus parahaemolyticus",735,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Haemophilus|s_Haemophilus parahaemolyticus",0,162031,162031,76236.3333333333,228093,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Herbaspirillum frisingense",92645,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herbaspirillum|s_Herbaspirillum frisingense",0,874.666666666667,1964,2421.33333333333,4558,"NotAnnotated","NotAnnotated","NotAnnotated"
"Herbaspirillum hiltneri",341045,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herbaspirillum|s_Herbaspirillum hiltneri",0,43,43,12279,24512,"NotAnnotated","NotAnnotated","NotAnnotated"
"Herbaspirillum robiniae",2014887,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herbaspirillum|s_Herbaspirillum robiniae",0,97.5,125,731,1370,"NotAnnotated","NotAnnotated","NotAnnotated"
"Herbaspirillum sp. WKF16",3028312,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herbaspirillum|s_Herbaspirillum sp. WKF16",0,86,95,485.5,842,"NotAnnotated","NotAnnotated","NotAnnotated"
"Herbaspirillum sp. meg3",2025949,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herbaspirillum|s_Herbaspirillum sp. meg3",0,11,11,11,11,"NotAnnotated","NotAnnotated","NotAnnotated"
"Hoylesella buccalis",28127,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Hoylesella|s_Hoylesella buccalis",0,2031,2031,1695.33333333333,3864,"RG2","Human-Associated, Primary Site Uncertain (Abundance: Medium) | Unassigned","Microbiome"
"Hoylesella enoeca",76123,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Hoylesella|s_Hoylesella enoeca",0,1531,1686,5786.33333333333,11192,"RG2","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Kingella oralis",505,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Kingella|s_Kingella oralis",0,224,224,181,344,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Lachnoanaerobaculum umeaense",617123,"S","r_root|k_Bacillati|p_Bacillota|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnoanaerobaculum|s_Lachnoanaerobaculum umeaense",0,59367.3333333333,130794,52363.8571428571,257551,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Lancefieldella parvula",1382,"S","r_root|k_Bacillati|p_Actinomycetota|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Lancefieldella|s_Lancefieldella parvula",0,27982,51057,29453.75,71079,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Lautropia mirabilis",47671,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_Lautropia mirabilis",0,458.5,647,379.8,984,"RG1","Oral (Abundance: High) | Unassigned","Microbiome"
"Leptotrichia alba",3239304,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia alba",0,568,806,786,1372,"NotAnnotated","NotAnnotated","NotAnnotated"
"Leptotrichia buccalis",40542,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia buccalis",0,747,1309,1221,2859,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Leptotrichia hofstadii",157688,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia hofstadii",0,934,934,967,2072,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Leptotrichia hongkongensis",554406,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia hongkongensis",0,662,662,824.666666666667,1513,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Leptotrichia mesophila",3239303,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia mesophila",0,501,501,573.333333333333,1129,"NotAnnotated","NotAnnotated","NotAnnotated"
"Leptotrichia shahii",157691,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia shahii",0,1136.33333333333,2275,2407,4990,"NotAnnotated","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Leptotrichia sp. HMT-225",3058373,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia sp. HMT-225",0,385,415,3000,7286,"NotAnnotated","NotAnnotated","NotAnnotated"
"Leptotrichia sp. oral taxon 218",712361,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia sp. oral taxon 218",0,3672,5589,5557.66666666667,12162,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Leptotrichia sp. oral taxon 498",712368,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia sp. oral taxon 498",0,861,861,7727.33333333333,16700,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Leptotrichia sp. oral taxon 847",1785996,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia sp. oral taxon 847",0,255.5,328,309.333333333333,534,"NotAnnotated","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Leptotrichia trevisanii",109328,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia|s_Leptotrichia trevisanii",0,867.666666666667,1358,1803,3170,"RG1","NotAnnotated","NotAnnotated"
"Lysobacter capsici",435897,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Lysobacterales|f_Lysobacteraceae|g_Lysobacter|s_Lysobacter capsici",0,51,51,460,577,"RG1","NotAnnotated","NotAnnotated"
"Lysobacter enzymogenes",69,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Lysobacterales|f_Lysobacteraceae|g_Lysobacter|s_Lysobacter enzymogenes",0,27.5,31,511,590,"RG1","NotAnnotated","NotAnnotated"
"Lysobacter soli",453783,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Lysobacterales|f_Lysobacteraceae|g_Lysobacter|s_Lysobacter soli",0,163,215,451,600,"NotAnnotated","NotAnnotated","NotAnnotated"
"Mediterraneibacter gnavus",33038,"S","r_root|k_Bacillati|p_Bacillota|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Mediterraneibacter|s_Mediterraneibacter gnavus",0,3352,3352,43103.3333333333,124440,"RG1","NotAnnotated","NotAnnotated"
"Metamycoplasma faucium",56142,"S","r_root|k_Bacillati|p_Mycoplasmatota|o_Mycoplasmoidales|f_Metamycoplasmataceae|g_Metamycoplasma|s_Metamycoplasma faucium",0,1401,1401,4863,8116,"RG1","Oral (Abundance: Low) | Unassigned","Microbiome"
"Metamycoplasma orale",2121,"S","r_root|k_Bacillati|p_Mycoplasmatota|o_Mycoplasmoidales|f_Metamycoplasmataceae|g_Metamycoplasma|s_Metamycoplasma orale",0,5268,6967,6126,8210,"RG1","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Metamycoplasma salivarium",2124,"S","r_root|k_Bacillati|p_Mycoplasmatota|o_Mycoplasmoidales|f_Metamycoplasmataceae|g_Metamycoplasma|s_Metamycoplasma salivarium",0,155,155,675.333333333333,1768,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Metapseudomonas otitidis",319939,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Metapseudomonas|s_Metapseudomonas otitidis",0,133,133,198,198,"NotAnnotated","Skin/Ear (Abundance: Scarce) | Unassigned","Microbiome"
"Methylobacterium brachiatum",269660,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium brachiatum",0,103.2,182,230.6,402,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium bullatum",570505,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium bullatum",0,119.5,294,140,350,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium durans",2202825,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium durans",0,57.3333333333333,73,55.75,88,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium flocculans",2984843,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium flocculans",0,53.75,80,64.5,99,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium nodulans",114616,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium nodulans",0,76.75,115,87.25,134,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium organophilum",410,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium organophilum",0,46,56,102,140,"RG1","NotAnnotated","NotAnnotated"
"Methylobacterium radiodurans",2202828,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium radiodurans",0,219,338,292.75,467,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium sp. SyP6R",2718876,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium sp. SyP6R",0,98.75,143,170.75,255,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium sp. WL1",2603276,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium sp. WL1",0,29,29,30.5,41,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium sp. XJLW",739141,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium sp. XJLW",0,171.5,264,17279.5,25828,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylobacterium tardum",374432,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylobacterium|s_Methylobacterium tardum",0,29,29,48.5,70,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylophilus sp. DW102",3095607,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Nitrosomonadales|f_Methylophilaceae|g_Methylophilus|s_Methylophilus sp. DW102",0,265,265,348,348,"NotAnnotated","NotAnnotated","NotAnnotated"
"Methylorubrum extorquens",408,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylorubrum|s_Methylorubrum extorquens",0,384,612,1636.5,2661,"RG1","NotAnnotated","NotAnnotated"
"Methylorubrum sp. B1-46",2897334,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Methylobacteriaceae|g_Methylorubrum|s_Methylorubrum sp. B1-46",0,129.25,197,248.75,368,"NotAnnotated","NotAnnotated","NotAnnotated"
"Microbacterium proteolyticum",1572644,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium proteolyticum",0,155.5,189,2685.75,4121,"NotAnnotated","NotAnnotated","NotAnnotated"
"Microbacterium sp. BH-3-3-3",1906742,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium sp. BH-3-3-3",0,15.5,20,177.5,248,"NotAnnotated","NotAnnotated","NotAnnotated"
"Microbacterium sp. Y-01",2048898,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium sp. Y-01",0,93.5,123,361.5,424,"NotAnnotated","NotAnnotated","NotAnnotated"
"Microbacterium sp. che218",3140649,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium sp. che218",0,15,15,220,220,"NotAnnotated","NotAnnotated","NotAnnotated"
"Microbacterium testaceum",2033,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium testaceum",0,34,43,373.75,491,"RG1","NotAnnotated","NotAnnotated"
"Micrococcus luteus",1270,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Micrococcaceae|g_Micrococcus|s_Micrococcus luteus",0,64,64,261.666666666667,512,"RG1","Environmental -Soil/Water (Abundance: Scarce) | Opportunistic Pathogen (Abundance: Scarce)","Opportunist"
"Mogibacterium diversum",114527,"S","r_root|k_Bacillati|p_Bacillota|c_Clostridia|o_Peptostreptococcales|f_Anaerovoracaceae|g_Mogibacterium|s_Mogibacterium diversum",0,2714.33333333333,3974,8192.66666666667,12773,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
